skuid,descr,datedue,dateordered,qtyprinted,qtyordered,priority,notes,imps,printstack
LDP-T,WTS,"2016-08-08 00:00:00","2016-08-04 00:00:00",100,100,3,,206,25
AUH-T,"Low Stock","2016-08-17 00:00:00","2016-08-04 00:00:00",53,50,6,,317,18
MHW-S,WTS,"2016-08-05 00:00:00","2016-08-04 00:00:00",631,631,1,,312,17
FIX-5,"Low Stock","2016-08-05 00:00:00","2016-08-04 00:00:00",100,100,21,,266,22
AFF-S,"Low Stock","2016-08-09 00:00:00","2016-08-04 00:00:00",200,200,23,,169,30
AUH-S,"Low Stock","2016-08-09 00:00:00","2016-08-04 00:00:00",100,100,6,,348,15
BBW,"Low Stock","2016-08-09 00:00:00","2016-08-04 00:00:00",50,50,6,,132,40
EIL-3,"Low Stock","2016-08-09 00:00:00","2016-08-04 00:00:00",50,50,17,"Sept. Sales",168,35
FIX-2-SB,"Very Low Stock","2016-08-09 00:00:00","2016-08-04 00:00:00",210,200,8,"Sept. Sales",130,35
FIX-3,"WTS - Print 30","2016-08-09 00:00:00","2016-08-04 00:00:00",110,100,5,,262,22
FIX-3-SB,"WTS- Print 1 stack","2016-08-09 00:00:00","2016-08-04 00:00:00",100,100,1,,130,40
FIX-5-SB,Stock,"2016-08-09 00:00:00","2016-08-04 00:00:00",50,50,83,"Sept. Sales",132,35
FMF-S,"WTS ","2016-08-09 00:00:00","2016-08-04 00:00:00",200,200,2,,280,20
PAL-WT,Stock,"2016-09-16 00:00:00","2016-08-04 00:00:00",100,100,22,"Sept. Sales",206,25
SIMP-A,Stock,"2016-08-09 00:00:00","2016-08-04 00:00:00",200,200,43,,113,45
MHW-T,WTS,"2016-08-05 00:00:00","2016-08-04 00:00:00",319,319,1,,285,20
BFG-B,"Low Stock","2016-08-09 00:00:00","2016-08-05 00:00:00",100,100,5,,84,70
"LTW-SW2 (old)",WTS,"2016-08-08 00:00:00","2016-08-08 00:00:00",75,75,4,,136,50
AUH-S,WTS,"2016-08-09 00:00:00","2016-08-09 00:00:00",25,25,3,,348,15
MHW-S,WTS,"2016-08-10 00:00:00","2016-08-09 00:00:00",236,220,4,"Book covers due to arrive today.",312,17
FN2-S,"Low Stock","2016-08-12 00:00:00","2016-08-09 00:00:00",50,50,10,,262,23
FN2-T,"Low Stock","2016-08-12 00:00:00","2016-08-09 00:00:00",50,50,11,,262,23
MHW-S,WTS,"2016-08-12 00:00:00","2016-08-10 00:00:00",400,400,7,,312,17
MHW-S,"Low Stock","2016-08-16 00:00:00","2016-08-10 00:00:00",350,350,8,,312,17
MHW-T,WTS,"2016-08-18 00:00:00","2016-08-10 00:00:00",400,400,5,,285,20
SWP-P2-P,WTS,"2016-08-11 00:00:00","2016-08-10 00:00:00",25,25,5,,300,10
CS-A,WTS,"2016-08-15 00:00:00","2016-08-12 00:00:00",30,30,4,,345,15
SWP-P1-BL,"Low Stock","2016-08-16 00:00:00","2016-08-12 00:00:00",30,30,13,,222,12
CS-PK,"Low Stock","2016-08-16 00:00:00","2016-08-12 00:00:00",25,25,14,,311,15
CS-P1,"Low Stock","2016-08-16 00:00:00","2016-08-12 00:00:00",25,25,15,,329,18
CS-P2,"Low Stock","2016-08-16 00:00:00","2016-08-12 00:00:00",25,25,16,,327,18
CS-C,WTS,"2016-08-16 00:00:00","2016-08-15 00:00:00",20,20,5,,376,15
AFF-TB,WTS,"2016-08-17 00:00:00","2016-08-16 00:00:00",100,100,16,,82,30
SICC-A-TB,"Low Stock","2016-08-29 00:00:00","2016-08-16 00:00:00",30,30,11,,156,30
SICC-B-TB,WTS,"2016-08-18 00:00:00","2016-08-16 00:00:00",30,30,5,,168,30
SICC-C-TB,"Low Stock","2016-08-18 00:00:00","2016-08-16 00:00:00",30,30,11,,174,30
IC-R-TWSS2-PC,"Low Stock","2016-08-16 00:00:00","2016-08-16 00:00:00",100,100,3,,1,100
IC-­R-­TWSS2-­TL,"Low Stock","2016-08-16 00:00:00","2016-08-16 00:00:00",100,100,3,,1,100
IC-­C-­TWSS2-­TL,"Low Stock","2016-08-16 00:00:00","2016-08-16 00:00:00",100,100,2,,1,100
AUH-S,WTS,"2016-08-17 00:00:00","2016-08-17 00:00:00",25,25,1,"Pete will print out page 75.",348,15
RRR-TB,WTS,"2016-08-19 00:00:00","2016-08-17 00:00:00",50,50,6,,196,28
WRP-S,WTS,"2016-08-18 00:00:00","2016-08-17 00:00:00",75,75,6,,242,25
LDP-T,"WTS - Print 1 stack","2016-08-19 00:00:00","2016-08-17 00:00:00",100,100,2,,206,25
LDP-SB,"WTS - Print 1 stack","2016-08-23 00:00:00","2016-08-17 00:00:00",50,50,4,,176,34
RRR-S,WTS,"2016-08-22 00:00:00","2016-08-17 00:00:00",50,50,5,,192,30
SWP-P2-BL,WTS,"2016-08-19 00:00:00","2016-08-17 00:00:00",30,30,5,,299,10
"EIS-TB e2p1","WTS - ASAP","2016-08-18 00:00:00","2016-08-18 00:00:00",249,249,1,"Yields 500 books.",138,35
EIS-LCO,"Low Stock","2016-08-26 00:00:00","2016-08-18 00:00:00",100,80,10,"Sept. Sales. 80 cut in half = 160 sets",96,20
FIX-6,"WTS - Print 30","2016-08-19 00:00:00","2016-08-18 00:00:00",88,75,1,,268,22
FIX-4,WTS,"2016-08-22 00:00:00","2016-08-18 00:00:00",50,50,5,,264,22
FIX-6-SB,Stock,"2016-08-22 00:00:00","2016-08-18 00:00:00",50,50,71,"Sept. Sales",132,35
FIX-5,WTS,"2016-08-22 00:00:00","2016-08-18 00:00:00",60,60,1,,266,22
FIX-4-SB,Stock,"2016-08-22 00:00:00","2016-08-18 00:00:00",50,50,81,"Sept. Sales",128,45
AUH-S,WTS,"2016-08-19 00:00:00","2016-08-19 00:00:00",40,40,1,"Pete will print page 75.",348,15
LTW-SW1,WTS,"2016-08-23 00:00:00","2016-08-19 00:00:00",275,275,1,"CiRCE #400185",154,35
MHW-S,WTS,"2016-08-22 00:00:00","2016-08-19 00:00:00",187,187,1,,312,17
MHW-S,WTS,"2016-08-24 00:00:00","2016-08-23 00:00:00",255,250,1,,312,17
FIX-3-SB,"WTS - ASAP","2016-08-23 00:00:00","2016-08-23 00:00:00",40,30,1,,130,40
EIL-1,WTS,"2016-08-25 00:00:00","2016-08-24 00:00:00",100,100,3,,156,25
MHW-S,"Low Stock","2016-08-25 00:00:00","2016-08-25 00:00:00",102,100,6,,312,17
"TLC ","Low Stock","2016-08-29 00:00:00","2016-08-25 00:00:00",60,60,9,"Sept. Sales",121,22
MHW-S,WTS,"2016-08-26 00:00:00","2016-08-26 00:00:00",102,100,1,,312,17
"SWI - Quick Start","WTS - Print 1000 minimum","2016-08-26 00:00:00","2016-08-26 00:00:00",3000,3000,1,"Sept. - Dec. Sales",1,500
FN1-T,WTS,"2016-08-26 00:00:00","2016-08-26 00:00:00",30,30,3,,254,20
WRP-S,"WTS - Print 30","2016-08-29 00:00:00","2016-08-26 00:00:00",66,60,2,,242,25
BBW,"Low Stock","2016-08-30 00:00:00","2016-08-26 00:00:00",50,50,24,,132,40
FIX-3,WTS,"2016-08-29 00:00:00","2016-08-26 00:00:00",50,50,7,,262,22
MHW-T,WTS,"2016-08-29 00:00:00","2016-08-29 00:00:00",50,50,3,,285,20
ACS-B,WTS,"2016-08-29 00:00:00","2016-08-29 00:00:00",40,40,8,,164,30
MHW-S,WTS,"2016-08-30 00:00:00","2016-08-29 00:00:00",100,100,2,,312,17
FN1-S,WTS,"2016-08-30 00:00:00","2016-08-30 00:00:00",75,75,3,,254,22
FIX-3-SB,"Low Stock","2016-08-31 00:00:00","2016-08-30 00:00:00",60,60,7,,130,40
MHW-S,WTS,"2016-08-31 00:00:00","2016-08-30 00:00:00",100,100,5,,312,17
LDP-SB,"Low Stock","2016-08-31 00:00:00","2016-08-30 00:00:00",36,30,8,,176,34
LDP-T,"Low Stock","2016-08-31 00:00:00","2016-08-30 00:00:00",50,50,8,,206,25
BH-TB,"Low Stock","2016-08-31 00:00:00","2016-08-30 00:00:00",30,30,9,,124,50
"HSE-B (old)",WTS,"2016-08-31 00:00:00","2016-08-31 00:00:00",20,20,5,,64,20
"PAL-RF Instructions","Low Stock","2016-08-31 00:00:00","2016-08-31 00:00:00",500,500,6,,1,500
FN1-S,WTS,"2016-08-31 00:00:00","2016-08-31 00:00:00",50,50,4,,254,22
MHW-S,WTS,"2016-08-31 00:00:00","2016-08-31 00:00:00",100,100,7,,312,17
MHW-T,WTS,"2016-08-31 00:00:00","2016-08-31 00:00:00",50,50,6,,285,20
LTW-SW1,WTS,"2016-09-02 00:00:00","2016-08-31 00:00:00",312,300,5,"Order 405510",154,35
FN1-S,"Low Stock","2016-09-01 00:00:00","2016-09-01 00:00:00",50,50,8,,254,22
MHW-S,WTS,"2016-09-01 00:00:00","2016-09-01 00:00:00",500,500,3,"350 for CC Order 406260",312,17
FIX-3,"Low Stock","2016-09-01 00:00:00","2016-09-01 00:00:00",50,50,9,,262,22
SICC-B-SB,WTS,"2016-09-01 00:00:00","2016-09-01 00:00:00",100,100,6,,186,30
"SRH-B Tabs","Low Stock","2016-09-20 00:00:00","2016-09-01 00:00:00",96,96,3,"1 case",10,120
GAM-B,"Low Stock","2016-09-07 00:00:00","2016-09-02 00:00:00",30,30,19,,121,20
MHW-T,WTS,"2016-09-02 00:00:00","2016-09-02 00:00:00",400,400,3,"390 for CC Order 406260",285,20
LTW-SW1,WTS,"2016-09-07 00:00:00","2016-09-06 00:00:00",186,186,6,"Order 407216",154,35
AUH-S,WTS,"2016-09-06 00:00:00","2016-09-06 00:00:00",75,75,3,,348,15
"SICC-A Blue Card","Low Stock","2016-09-07 00:00:00","2016-09-06 00:00:00",100,100,7,"100 sheets - 4 up",1,100
"SICC-B Blue Card","Low Stock","2016-09-07 00:00:00","2016-09-06 00:00:00",150,150,7,"150 sheets - 4 up",1,100
"SICC-C Blue Card","Low Stock","2016-09-07 00:00:00","2016-09-06 00:00:00",75,75,7,"75 sheets - 4 up",1,100
FMF-S,"WTS - Print 1 stack","2016-09-07 00:00:00","2016-09-06 00:00:00",125,125,5,"Sept. Sales",280,20
FIX-5,"WTS - Print 1 stack","2016-09-07 00:00:00","2016-09-06 00:00:00",60,60,5,"Sept. Sales",266,22
MHW-T,WTS,"2016-09-07 00:00:00","2016-09-06 00:00:00",100,100,4,"Sept. Sales",285,20
CS-A,"Low Stock","2016-09-09 00:00:00","2016-09-06 00:00:00",25,25,23,"Sept. Sales",345,15
FN1-T,"Low Stock","2016-09-07 00:00:00","2016-09-06 00:00:00",66,60,19,"Sept. Sales",254,20
FIX-4,"WTS - Print 1 stack","2016-09-07 00:00:00","2016-09-06 00:00:00",65,65,6,"Sept. Sales",264,22
FIX-1-SB,"WTS - Print 1 stack","2016-09-08 00:00:00","2016-09-06 00:00:00",240,240,6,"Sept. Sales",128,40
EIL-5,"Low Stock","2016-09-09 00:00:00","2016-09-06 00:00:00",35,30,31,"Sept. Sales",165,35
PAL-WSB,"Low Stock","2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,22,"Sept. Sales",274,20
FIX-3,"Low Stock","2016-09-09 00:00:00","2016-09-06 00:00:00",100,100,21,"Sept. Sales",262,22
FN1-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",132,130,37,"Sept. Sales",254,22
FIX-1,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",250,250,39,"Sept. Sales",230,25
WTW-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",100,100,41,"Sept. Sales",198,30
FMF-TB,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,43,"Sept. Sales",273,20
MHW-S,WTS,"2016-09-07 00:00:00","2016-09-06 00:00:00",100,100,4,"Sept. Sales",312,17
AFF-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",150,150,45,"Sept. Sales",169,30
RRR-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,47,"Sept. Sales",192,30
WRP-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,49,"Sept. Sales",242,25
LDP-T,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,51,"Sept. Sales",206,25
FIX-3-SB,"Low Stock","2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,33,"Sept. Sales",130,40
"TEE-T ",Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,55,"Sept. Sales",103,50
TCW,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,57,"Sept. Sales",101,60
FIX-6,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,59,"Sept. Sales",268,22
SRN-B,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",200,200,61,"Sept. Sales",126,35
LDP-SB,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,63,"Sept. Sales",176,34
LTL-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,65,"Sept. Sales",87,50
CS-B,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,67,"Sept. Sales",338,10
WTW-T,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,69,"Sept. Sales",139,30
BH-S,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",100,100,73,"Sept. Sales",224,18
SIMP-C,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",50,50,75,"Sept. Sales",105,45
BH-TB,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,77,"Sept. Sales",124,50
EIL-4,Stock,"2016-09-09 00:00:00","2016-09-06 00:00:00",30,30,79,"Sept. Sales",166,35
AUH-S,WTS,"2016-09-08 00:00:00","2016-09-07 00:00:00",50,50,6,,348,15
MHW-S,"Low Stock","2016-09-08 00:00:00","2016-09-07 00:00:00",102,100,7,,312,17
MHW-T,"Low Stock","2016-09-08 00:00:00","2016-09-07 00:00:00",102,100,7,,285,20
RRW-H_v2,WTS,"2016-09-09 00:00:00","2016-09-07 00:00:00",200,200,6,"Order #407766",3,150
EIS-LCO,WTS,"2016-09-26 00:00:00","2016-09-08 00:00:00",650,650,2,"650 cut in half = 1300 sets",96,20
"PZ-A Blue Card","Low Stock","2016-09-12 00:00:00","2016-09-08 00:00:00",60,60,8,"60 sheets - 4 up",1,1
"PZ-B Blue Card",Stock,"2016-09-12 00:00:00","2016-09-08 00:00:00",90,90,8,"90 sheets - 4 up",1,1
"PZ-C Blue Card","Low Stock","2016-09-12 00:00:00","2016-09-08 00:00:00",100,100,8,"100 sheets - 4 up",1,1
MHW-S,WTS,"2016-09-13 00:00:00","2016-09-13 00:00:00",250,250,1,,312,17
SME-L1,"1 book WTS","2016-09-13 00:00:00","2016-09-13 00:00:00",10,10,5,,40,50
MHW-T,WTS,"2016-09-14 00:00:00","2016-09-14 00:00:00",100,100,2,,285,20
AUH-S,"Low Stock","2016-09-14 00:00:00","2016-09-14 00:00:00",50,50,5,,348,15
AUH-T,"Low Stock","2016-09-14 00:00:00","2016-09-14 00:00:00",69,50,15,,317,18
FIX-1-SB,Stock,"2016-09-14 00:00:00","2016-09-14 00:00:00",100,100,62,,128,40
FIX-3-SB,WTS,"2016-09-14 00:00:00","2016-09-14 00:00:00",50,50,3,,130,40
FMF-S,"Low Stock","2016-09-14 00:00:00","2016-09-14 00:00:00",50,50,5,,280,20
SIMP-A,Stock,"2016-09-16 00:00:00","2016-09-14 00:00:00",200,200,74,"Test a handful of 12pt C2S for the back cover.",113,45
HAS,WTS,"2016-09-15 00:00:00","2016-09-14 00:00:00",30,30,4,,362,15
"HAS Tabs","WTS - Print 10","2016-10-07 00:00:00","2016-09-14 00:00:00",100,100,1,"1 case",12,500
TCW,WTS,"2016-09-15 00:00:00","2016-09-15 00:00:00",100,100,3,,101,60
SME-PA-L1-B,WTS,"2016-09-15 00:00:00","2016-09-15 00:00:00",20,20,1,,15,20
MHW-S,"Low Stock","2016-09-19 00:00:00","2016-09-16 00:00:00",204,200,10,,312,17
HBW-S,WTS,"2016-09-19 00:00:00","2016-09-19 00:00:00",100,100,2,,248,18
MHW-T,"Low Stock","2016-09-20 00:00:00","2016-09-19 00:00:00",105,100,11,,285,20
MHW-S,"Stock - Palletize","2016-09-30 00:00:00","2016-09-19 00:00:00",912,912,24,,312,17
Pudewa_Speaker_Packe,"WTS - See Tim b4 printing","2016-09-19 00:00:00","2016-09-19 00:00:00",3,3,1,,6,100
AFF-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",600,600,74,,169,30
AUH-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,26,,348,15
BFG-B,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,28,,84,70
BBW,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,30,,132,40
BH-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,32,,224,18
EIL-3,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,34,,168,35
FIX-1-SB,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",200,200,36,,128,40
FIX-2-SB,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",200,200,38,,130,35
FIX-3-SB,"Low Stock","2016-09-20 00:00:00","2016-09-19 00:00:00",150,150,5,,130,40
FIX-2,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",250,250,42,,258,22
FIX-3,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,44,,262,22
FIX-4,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,46,,264,22
FIX-6,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,48,,268,22
FN1-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,50,,254,22
FN2-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,52,,262,23
RRR-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",60,60,54,,192,30
SICC-B-SB,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,58,,186,30
SIMP-A,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",500,500,62,,113,45
SIMP-B,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,64,,107,45
SIMP-C,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",150,150,66,,105,45
SRN-B,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",100,100,68,,126,35
WTW-S,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",200,200,70,,198,30
WTW-T,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",50,50,72,,139,30
FIX-1,Stock,"2016-09-30 00:00:00","2016-09-19 00:00:00",500,500,76,,230,25
Pudewa_Speaker_Packe,WTS,"2016-09-20 00:00:00","2016-09-20 00:00:00",67,67,99,,6,100
PW-HSLDA-IL,WTS,"2016-09-19 00:00:00","2016-09-19 00:00:00",70,70,1,,1,100
"EIS-TB e2p1",WTS,"2016-09-30 00:00:00","2016-09-20 00:00:00",125,125,3,"Yields 250 books",138,35
"LTW-SW2 (old)",WTS,"2016-09-22 00:00:00","2016-09-21 00:00:00",25,25,2,,136,50
FIX-4,"Stock - Palletize","2016-09-30 00:00:00","2016-09-28 00:00:00",924,924,78,,264,22
BH-S,"Stock - Palletize","2016-10-07 00:00:00","2016-09-28 00:00:00",913,913,80,,224,18
FIX-4-SB,"Stock - Palletize","2016-10-07 00:00:00","2016-09-28 00:00:00",675,675,82,,128,45
MHW-T,"Low Stock","2016-09-30 00:00:00","2016-09-28 00:00:00",100,100,25,,285,20
MFI-C-TB,"Low Stock","2016-09-30 00:00:00","2016-09-30 00:00:00",20,20,15,,406,15
SWP-A-P,WTS,"2016-10-03 00:00:00","2016-10-03 00:00:00",30,30,2,,194,30
SME-L1-CS,"Low Stock","2016-10-06 00:00:00","2016-10-05 00:00:00",10,10,5,,14,50
SICC-B-SB,"Stock - Palletize","2016-10-14 00:00:00","2016-10-06 00:00:00",1000,1000,7,,186,30
"EIS-TB e2p1",WTS,"2016-10-06 00:00:00","2016-10-06 00:00:00",50,50,2,"Yields 100 books.",138,35
SICC-B-SB,"See Tim - 12pt paper for backs","2016-10-14 00:00:00","2016-10-06 00:00:00",25,25,6,,186,30
HAS,WTS,"2016-10-07 00:00:00","2016-10-06 00:00:00",30,30,2,,362,15
SWP-P2-P,"Low Stock","2016-10-07 00:00:00","2016-10-06 00:00:00",30,20,5,,300,10
FMF-S,"Stock - Palletize","2016-10-10 00:00:00","2016-10-07 00:00:00",400,400,5,,280,20
FN1-S,Stock,"2016-10-10 00:00:00","2016-10-07 00:00:00",88,75,9,,254,22
FN1-T,Stock,"2016-10-10 00:00:00","2016-10-07 00:00:00",50,50,9,,254,20
BBW,Stock,"2016-10-10 00:00:00","2016-10-07 00:00:00",50,50,10,,132,40
FIX-1,"Stock - Palletize","2016-10-14 00:00:00","2016-10-07 00:00:00",1000,1000,15,,230,25
LTW-SW1,WTS,"2016-10-10 00:00:00","2016-10-10 00:00:00",175,150,3,,154,35
LTW-TG1,WTS,"2016-10-10 00:00:00","2016-10-10 00:00:00",25,25,3,,362,15
PAL-RG,"Stock - Palletize","2016-10-14 00:00:00","2016-10-10 00:00:00",816,816,10,,198,17
FIX-1-SB,"Stock - Palletize","2016-10-21 00:00:00","2016-10-10 00:00:00",2304,2304,17,,128,40
FIX-2,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",1200,1200,19,,258,22
FIX-2-SB,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",2304,2304,21,,130,35
FIX-3,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",1200,1200,23,,262,22
FIX-3-SB,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",864,864,25,,130,40
FIX-5,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",1000,1000,27,,266,22
FIX-5-SB,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",384,384,29,,132,35
FIX-6,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",556,556,31,,268,22
FIX-6-SB,"Stock - Palletize","2016-10-28 00:00:00","2016-10-10 00:00:00",240,240,33,,132,35
DDD-B,WTS,"2016-10-13 00:00:00","2016-10-12 00:00:00",30,20,4,,120,50
HBW-S,"Low Stock","2016-10-14 00:00:00","2016-10-12 00:00:00",40,30,6,,248,18
PAL-WSB,"Low Stock","2016-10-14 00:00:00","2016-10-12 00:00:00",50,50,6,,274,20
FN2-S,"Low Stock","2016-10-18 00:00:00","2016-10-17 00:00:00",100,100,5,,262,23
"SME-PA-L2-B	",WTS,"2016-10-19 00:00:00","2016-10-18 00:00:00",15,15,2,,15,15
"SME-PA-L3-B	",WTS,"2016-10-19 00:00:00","2016-10-18 00:00:00",15,15,2,,29,15
HSE-S-P,"WTS - ASAP","2016-10-21 00:00:00","2016-10-21 00:00:00",75,75,1,,28,200
PW-SEP-IL,"Low Stock","2016-10-31 00:00:00","2016-10-21 00:00:00",500,500,5,,1,500
AFF-S,"WTS - ASAP","2016-10-24 00:00:00","2016-10-24 00:00:00",300,300,1,,169,30
NC-GS-H,WTS,"2016-10-26 00:00:00","2016-10-25 00:00:00",25,25,3,,352,17
"NC-GS-H Tabs",WTS,"2016-10-26 00:00:00","2016-10-25 00:00:00",25,25,3,,8,600
"NC-GS-M Tabs",WTS,"2016-10-26 00:00:00","2016-10-25 00:00:00",25,25,3,,10,600
NC-GS-PG,WTS,"2016-10-26 00:00:00","2016-10-25 00:00:00",25,25,3,,183,32
NC-GS-M,WTS,"2016-10-26 00:00:00","2016-10-25 00:00:00",25,25,3,,440,13
SW2,"Stock - Palletize","2016-11-09 00:00:00","2016-10-26 00:00:00",1060,1060,35,,240,25
"SW2 Tabs",Stock,"2016-11-18 00:00:00","2016-10-26 00:00:00",900,900,25,,12,104
"SIM Tabs",Stock,"2016-11-18 00:00:00","2016-10-26 00:00:00",800,800,25,,5,250
"SWI - Quick Start",Stock,"2016-11-18 00:00:00","2016-10-26 00:00:00",700,700,25,,1,500
"SRH-B Tabs",Stock,"2016-11-18 00:00:00","2016-10-26 00:00:00",125,125,4,"1 case",10,120
FIX-1,"Stock - Palletize","2016-11-09 00:00:00","2016-10-28 00:00:00",1800,1800,40,,230,25
FIX-1-SB,"Stock - Palletize","2016-11-09 00:00:00","2016-10-28 00:00:00",2155,2155,42,,128,40
FIX-2,"Stock - Palletize","2016-11-09 00:00:00","2016-10-28 00:00:00",1500,1500,44,,258,22
FIX-2-SB,"Stock - Palletize","2016-11-09 00:00:00","2016-10-28 00:00:00",560,560,46,,130,35
FIX-3,"Stock - Palletize","2016-11-09 00:00:00","2016-10-28 00:00:00",328,300,48,,262,22
LDP-T,WTS,"2016-10-31 00:00:00","2016-10-28 00:00:00",100,100,2,,206,25
FMF-TB,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",50,50,10,,273,20
SBC-B,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",31,30,12,,61,50
CS-A,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",30,30,14,,345,15
CS-P1,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",20,20,16,,329,18
CS-P2,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",20,20,18,,327,18
SWP-P2-BL,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",20,20,20,,299,10
SWP-PK-BL,"Low Stock","2016-11-03 00:00:00","2016-11-02 00:00:00",20,20,22,,216,25
FIX-1,"Stock - Palletize","2016-11-18 00:00:00","2016-11-02 00:00:00",1800,1800,50,,230,25
FIX-2,"Stock - Palletize","2016-11-18 00:00:00","2016-11-02 00:00:00",800,800,52,,258,22
SME-L2-CS,WTS,"2016-11-04 00:00:00","2016-11-04 00:00:00",31,31,2,,12,30
"SME-L2 ",WTS,"2016-11-04 00:00:00","2016-11-04 00:00:00",30,30,2,,40,150
EIL-1,WTS,"2016-11-07 00:00:00","2016-11-04 00:00:00",215,200,3,,156,25
EIL-2,WTS,"2016-11-07 00:00:00","2016-11-04 00:00:00",100,100,4,,158,35
EIL-3,WTS,"2016-11-07 00:00:00","2016-11-04 00:00:00",30,30,5,,168,35
EIL-4,WTS,"2016-11-07 00:00:00","2016-11-04 00:00:00",40,40,5,,166,35
PAL-WT,"Low Stock","2016-11-09 00:00:00","2016-11-08 00:00:00",30,30,5,,206,25
"PZ-A Blue Card","Low Stock","2016-11-10 00:00:00","2016-11-09 00:00:00",375,375,5,"375 - 4up = 1,500",1,1
HBW-S,WTS,"2016-11-11 00:00:00","2016-11-10 00:00:00",30,30,2,,248,18
SW2,"Stock - Palletize","2016-11-30 00:00:00","2016-11-10 00:00:00",7900,7900,5,,240,25
SIMP-B,"Low Stock","2017-05-01 00:00:00","2016-11-10 00:00:00",3000,3000,77,,107,45
LTL-S,Stock,"2016-11-30 00:00:00","2016-11-10 00:00:00",100,100,54,,87,50
LTL-T,Stock,"2016-11-30 00:00:00","2016-11-10 00:00:00",75,75,56,,97,30
PAL-WT,"Stock - Palletize","2016-11-30 00:00:00","2016-11-10 00:00:00",700,700,58,,206,25
"EIS-TB e2p1","Stock - Palletize","2016-12-06 00:00:00","2016-11-10 00:00:00",1000,1000,10,"Yields 2,000 books.",138,35
BBW,"Stock - Palletize","2016-11-30 00:00:00","2016-11-10 00:00:00",500,500,62,,132,40
CS-A-RC,WTS,"2016-11-11 00:00:00","2016-11-11 00:00:00",10,10,3,,345,10
CS-C-RC,WTS,"2017-01-06 00:00:00","2016-11-11 00:00:00",12,10,1,,376,15
